,Index,Report,Size
5292,5421,URINE MICROBIOLOGY,760
5293,5422,BLOOD CULTURE MICROBIOLOGY,236
5294,5424,URINE MICROBIOLOGY,456
5295,5425,MULTI-RESISTANT ORGANISM SCREEN,263
5296,5426,MULTI-RESISTANT ORGANISM SCREEN,262
5297,5427,MULTI-RESISTANT ORGANISM SCREEN,236
5298,5428,MICROBIOLOGY,999
5299,5429,MULTI-RESISTANT ORGANISM SCREEN,274
5300,5430,MULTI-RESISTANT ORGANISM SCREEN,276
5301,5431,MULTI-RESISTANT ORGANISM SCREEN,275
5302,5432,RESPIRATORY MICROBIOLOGY,433
5303,5433,MULTI-RESISTANT ORGANISM SCREEN,275
5304,5434,MULTI-RESISTANT ORGANISM SCREEN,275
5305,5435,MULTI-RESISTANT ORGANISM SCREEN,277
5306,5436,MULTI-RESISTANT ORGANISM SCREEN,263
5307,5437,URINE MICROBIOLOGY,401
5308,5438,BLOOD CULTURE MICROBIOLOGY,232
5309,5439,BLOOD CULTURE MICROBIOLOGY,294
5310,5440,MULTI-RESISTANT ORGANISM SCREEN,262
5311,5441,BLOOD CULTURE MICROBIOLOGY,294
5312,5442,URINE MICROBIOLOGY,425
5313,5443,MICROBIOLOGY,694
5314,5444,MULTI-RESISTANT ORGANISM SCREEN,275
5315,5445,MULTI-RESISTANT ORGANISM SCREEN,273
5316,5446,URINE MICROBIOLOGY,402
5317,5447,MULTI-RESISTANT ORGANISM SCREEN,274
5318,5448,MULTI-RESISTANT ORGANISM SCREEN,275
5319,5449,MULTI-RESISTANT ORGANISM SCREEN,276
5320,5450,MULTI-RESISTANT ORGANISM SCREEN,254
5321,5451,MULTI-RESISTANT ORGANISM SCREEN,270
5322,5452,MULTI-RESISTANT ORGANISM SCREEN,262
5323,5453,MULTI-RESISTANT ORGANISM SCREEN,276
5324,5454,MULTI-RESISTANT ORGANISM SCREEN,269
5325,5455,MULTI-RESISTANT ORGANISM SCREEN,276
5326,5456,MULTI-RESISTANT ORGANISM SCREEN,263
5327,5457,MULTI-RESISTANT ORGANISM SCREEN,275
5328,5458,MULTI-RESISTANT ORGANISM SCREEN,254
5329,5459,RESPIRATORY MICROBIOLOGY,487
5330,5460,MULTI-RESISTANT ORGANISM SCREEN,276
5331,5461,MULTI-RESISTANT ORGANISM SCREEN,275
5332,5462,MULTI-RESISTANT ORGANISM SCREEN,236
5333,5463,MULTI-RESISTANT ORGANISM SCREEN,277
5334,5464,BLOOD CULTURE MICROBIOLOGY,236
5335,5465,MULTI-RESISTANT ORGANISM SCREEN,275
5336,5466,MULTI-RESISTANT ORGANISM SCREEN,263
5337,5467,MULTI-RESISTANT ORGANISM SCREEN,276
5338,5468,URINE MICROBIOLOGY,457
5339,5469,MULTI-RESISTANT ORGANISM SCREEN,273
5340,5470,RESPIRATORY MICROBIOLOGY,1301
5341,5471,MULTI-RESISTANT ORGANISM SCREEN,262
5342,5472,MULTI-RESISTANT ORGANISM SCREEN,252
5343,5473,MULTI-RESISTANT ORGANISM SCREEN,275
5344,5474,MULTI-RESISTANT ORGANISM SCREEN,275
5345,5475,MULTI-RESISTANT ORGANISM SCREEN,234
5346,5476,MULTI-RESISTANT ORGANISM SCREEN,274
5347,5477,MULTI-RESISTANT ORGANISM SCREEN,276
5348,5478,MULTI-RESISTANT ORGANISM SCREEN,262
5349,5479,MULTI-RESISTANT ORGANISM SCREEN,270
5350,5480,MULTI-RESISTANT ORGANISM SCREEN,276
5351,5481,MULTI-RESISTANT ORGANISM SCREEN,272
5352,5482,MULTI-RESISTANT ORGANISM SCREEN,263
5353,5483,MULTI-RESISTANT ORGANISM SCREEN,275
5354,5484,MULTI-RESISTANT ORGANISM SCREEN,267
5355,5485,MICROBIOLOGY,475
5356,5486,MULTI-RESISTANT ORGANISM SCREEN,243
5357,5487,MULTI-RESISTANT ORGANISM SCREEN,268
5358,5488,MULTI-RESISTANT ORGANISM SCREEN,271
5359,5489,MULTI-RESISTANT ORGANISM SCREEN,269
5360,5490,MULTI-RESISTANT ORGANISM SCREEN,276
5361,5491,URINE MICROBIOLOGY,1028
5362,5492,MICROBIOLOGY,666
5363,5493,MULTI-RESISTANT ORGANISM SCREEN,275
5364,5494,URINE MICROBIOLOGY,1092
5365,5495,MULTI-RESISTANT ORGANISM SCREEN,277
5366,5496,MULTI-RESISTANT ORGANISM SCREEN,273
5367,5497,MULTI-RESISTANT ORGANISM SCREEN,263
5368,5499,MULTI-RESISTANT ORGANISM SCREEN,273
5369,5500,MULTI-RESISTANT ORGANISM SCREEN,236
5370,5501,BLOOD CULTURE MICROBIOLOGY,236
5371,5502,MULTI-RESISTANT ORGANISM SCREEN,252
5372,5503,MULTI-RESISTANT ORGANISM SCREEN,262
5373,5504,MULTI-RESISTANT ORGANISM SCREEN,435
5374,5505,MULTI-RESISTANT ORGANISM SCREEN,274
5375,5506,URINE MICROBIOLOGY,1016
5376,5507,MULTI-RESISTANT ORGANISM SCREEN,274
5377,5508,MICROBIOLOGY,443
5378,5509,URINE MICROBIOLOGY,401
5379,5510,MULTI-RESISTANT ORGANISM SCREEN,276
5380,5511,MICROBIOLOGY,469
5381,5512,BLOOD CULTURE MICROBIOLOGY,236
5382,5513,URINE MICROBIOLOGY,1018
5383,5514,MULTI-RESISTANT ORGANISM SCREEN,276
5384,5515,MULTI-RESISTANT ORGANISM SCREEN,276
5385,5516,RESPIRATORY MICROBIOLOGY,434
5386,5517,URINE MICROBIOLOGY,421
5387,5518,MULTI-RESISTANT ORGANISM SCREEN,254
5388,5519,FAECES MICROBIOLOGY,431
5389,5520,MULTI-RESISTANT ORGANISM SCREEN,275
5390,5521,MULTI-RESISTANT ORGANISM SCREEN,275
5391,5522,BLOOD CULTURE MICROBIOLOGY,257
5392,5523,RESPIRATORY MICROBIOLOGY,517
5393,5524,MULTI-RESISTANT ORGANISM SCREEN,254
5394,5525,URINE MICROBIOLOGY,1093
5395,5526,MICROBIOLOGY,396
5396,5527,MULTI-RESISTANT ORGANISM SCREEN,275
5397,5528,MULTI-RESISTANT ORGANISM SCREEN,275
5398,5529,MULTI-RESISTANT ORGANISM SCREEN,254
5399,5530,MULTI-RESISTANT ORGANISM SCREEN,289
5400,5531,MULTI-RESISTANT ORGANISM SCREEN,267
5401,5532,MICROBIOLOGY,436
5402,5533,MULTI-RESISTANT ORGANISM SCREEN,268
5403,5534,MULTI-RESISTANT ORGANISM SCREEN,274
5404,5535,MICROBIOLOGY,458
5405,5536,MULTI-RESISTANT ORGANISM SCREEN,276
5406,5537,MULTI-RESISTANT ORGANISM SCREEN,275
5407,5538,MULTI-RESISTANT ORGANISM SCREEN,268
5408,5539,MULTI-RESISTANT ORGANISM SCREEN,252
5409,5540,BLOOD CULTURE MICROBIOLOGY,290
5410,5542,MICROBIOLOGY,701
5411,5543,RESPIRATORY MICROBIOLOGY,417
5412,5544,BLOOD CULTURE MICROBIOLOGY,229
5413,5545,MULTI-RESISTANT ORGANISM SCREEN,254
5414,5546,URINE MICROBIOLOGY,457
5415,5547,URINE MICROBIOLOGY,421
5416,5548,MULTI-RESISTANT ORGANISM SCREEN,274
5417,5549,MULTI-RESISTANT ORGANISM SCREEN,267
5418,5550,MICROBIOLOGY,800
5419,5551,MULTI-RESISTANT ORGANISM SCREEN,273
5420,5552,MULTI-RESISTANT ORGANISM SCREEN,269
5421,5553,MULTI-RESISTANT ORGANISM SCREEN,267
5422,5554,MICROBIOLOGY,687
5423,5555,MULTI-RESISTANT ORGANISM SCREEN,268
5424,5556,RESPIRATORY MICROBIOLOGY,500
5425,5557,MICROBIOLOGY,428
5426,5558,URINE MICROBIOLOGY,433
5427,5559,MULTI-RESISTANT ORGANISM SCREEN,273
5428,5560,MICROBIOLOGY,457
5429,5561,MULTI-RESISTANT ORGANISM SCREEN,275
5430,5562,BLOOD CULTURE MICROBIOLOGY,236
5431,5563,MICROBIOLOGY,944
5432,5564,RESPIRATORY MICROBIOLOGY,404
5433,5565,BLOOD CULTURE MICROBIOLOGY,236
5434,5566,BLOOD CULTURE MICROBIOLOGY,236
5435,5567,MICROBIOLOGY,1126
5436,5568,MULTI-RESISTANT ORGANISM SCREEN,266
5437,5569,MULTI-RESISTANT ORGANISM SCREEN,274
5438,5570,BLOOD CULTURE MICROBIOLOGY,236
5439,5571,MULTI-RESISTANT ORGANISM SCREEN,273
5440,5572,MULTI-RESISTANT ORGANISM SCREEN,270
5441,5573,BLOOD CULTURE MICROBIOLOGY,236
5442,5574,MULTI-RESISTANT ORGANISM SCREEN,276
5443,5575,MICROBIOLOGY,1217
5444,5576,URINE MICROBIOLOGY,458
5445,5577,MULTI-RESISTANT ORGANISM SCREEN,254
5446,5578,BLOOD CULTURE MICROBIOLOGY,583
5447,5579,MULTI-RESISTANT ORGANISM SCREEN,275
5448,5580,MULTI-RESISTANT ORGANISM SCREEN,276
5449,5581,MULTI-RESISTANT ORGANISM SCREEN,269
5450,5582,URINE MICROBIOLOGY,435
5451,5583,MULTI-RESISTANT ORGANISM SCREEN,275
5452,5585,MULTI-RESISTANT ORGANISM SCREEN,275
5453,5586,MULTI-RESISTANT ORGANISM SCREEN,276
5454,5587,MULTI-RESISTANT ORGANISM SCREEN,276
5455,5588,BLOOD CULTURE MICROBIOLOGY,236
5456,5589,MULTI-RESISTANT ORGANISM SCREEN,276
5457,5590,MULTI-RESISTANT ORGANISM SCREEN,275
5458,5591,BLOOD CULTURE MICROBIOLOGY,236
5459,5592,MULTI-RESISTANT ORGANISM SCREEN,267
5460,5593,MULTI-RESISTANT ORGANISM SCREEN,275
5461,5594,MULTI-RESISTANT ORGANISM SCREEN,275
5462,5595,BLOOD CULTURE MICROBIOLOGY,294
5463,5596,MULTI-RESISTANT ORGANISM SCREEN,269
5464,5597,MULTI-RESISTANT ORGANISM SCREEN,276
5465,5598,URINE MICROBIOLOGY,456
5466,5599,BLOOD CULTURE MICROBIOLOGY,384
5467,5600,MULTI-RESISTANT ORGANISM SCREEN,275
5468,5601,MULTI-RESISTANT ORGANISM SCREEN,262
5469,5602,MULTI-RESISTANT ORGANISM SCREEN,276
5470,5603,RESPIRATORY MICROBIOLOGY,1492
5471,5604,MULTI-RESISTANT ORGANISM SCREEN,276
5472,5605,MULTI-RESISTANT ORGANISM SCREEN,275
5473,5606,BLOOD CULTURE MICROBIOLOGY,236
5474,5607,MICROBIOLOGY,1424
5475,5608,MULTI-RESISTANT ORGANISM SCREEN,263
5476,5609,MULTI-RESISTANT ORGANISM SCREEN,267
5477,5610,URINE MICROBIOLOGY,504
5478,5611,MULTI-RESISTANT ORGANISM SCREEN,263
5479,5612,MULTI-RESISTANT ORGANISM SCREEN,276
5480,5613,MULTI-RESISTANT ORGANISM SCREEN,276
5481,5614,URINE MICROBIOLOGY,402
5482,5615,MULTI-RESISTANT ORGANISM SCREEN,275
5483,5616,GENITAL MICROBIOLOGY,717
5484,5617,BLOOD CULTURE MICROBIOLOGY,236
5485,5618,URINE MICROBIOLOGY,469
5486,5619,MULTI-RESISTANT ORGANISM SCREEN,262
5487,5620,URINE MICROBIOLOGY,456
5488,5621,MULTI-RESISTANT ORGANISM SCREEN,254
5489,5622,MULTI-RESISTANT ORGANISM SCREEN,275
5490,5623,MULTI-RESISTANT ORGANISM SCREEN,275
5491,5624,RESPIRATORY MICROBIOLOGY,1495
5492,5625,MULTI-RESISTANT ORGANISM SCREEN,275
5493,5626,MULTI-RESISTANT ORGANISM SCREEN,276
5494,5627,BLOOD CULTURE MICROBIOLOGY,236
5495,5629,Bacterial Antigens,561
5496,5630,MICROBIOLOGY,498
5497,5631,MULTI-RESISTANT ORGANISM SCREEN,275
5498,5632,CEREBROSPINAL FLUID MICROBIOLOGY,622
5499,5633,MULTI-RESISTANT ORGANISM SCREEN,267
5500,5634,MULTI-RESISTANT ORGANISM SCREEN,245
5501,5635,MULTI-RESISTANT ORGANISM SCREEN,276
5502,5636,URINE MICROBIOLOGY,910
5503,5637,MULTI-RESISTANT ORGANISM SCREEN,275
5504,5638,MULTI-RESISTANT ORGANISM SCREEN,254
5505,5639,RESPIRATORY MICROBIOLOGY,487
5506,5640,MULTI-RESISTANT ORGANISM SCREEN,267
5507,5641,MICROBIOLOGY,699
5508,5642,URINE MICROBIOLOGY,401
5509,5643,MULTI-RESISTANT ORGANISM SCREEN,255
5510,5644,BLOOD CULTURE MICROBIOLOGY,236
5511,5645,MULTI-RESISTANT ORGANISM SCREEN,254
5512,5646,RESPIRATORY MICROBIOLOGY,441
5513,5647,BLOOD CULTURE MICROBIOLOGY,229
5514,5648,MULTI-RESISTANT ORGANISM SCREEN,276
5515,5649,MICROBIOLOGY,659
5516,5650,MICROBIOLOGY,603
5517,5651,URINE MICROBIOLOGY,461
5518,5652,URINE MICROBIOLOGY,455
5519,5653,URINE MICROBIOLOGY,401
5520,5654,MULTI-RESISTANT ORGANISM SCREEN,266
5521,5655,MULTI-RESISTANT ORGANISM SCREEN,275
5522,5656,RESPIRATORY MICROBIOLOGY,428
5523,5657,RESPIRATORY MICROBIOLOGY,1172
5524,5658,MULTI-RESISTANT ORGANISM SCREEN,273
5525,5659,MICROBIOLOGY,444
5526,5660,CEREBROSPINAL FLUID MICROBIOLOGY,636
5527,5661,BLOOD CULTURE MICROBIOLOGY,256
5528,5662,URINE MICROBIOLOGY,401
5529,5663,MULTI-RESISTANT ORGANISM SCREEN,276
5530,5664,MULTI-RESISTANT ORGANISM SCREEN,275
5531,5665,BLOOD CULTURE MICROBIOLOGY,257
5532,5666,MULTI-RESISTANT ORGANISM SCREEN,276
5533,5667,MULTI-RESISTANT ORGANISM SCREEN,276
5534,5668,BLOOD CULTURE MICROBIOLOGY,236
5535,5669,URINE MICROBIOLOGY,491
5536,5670,MULTI-RESISTANT ORGANISM SCREEN,254
5537,5671,BLOOD CULTURE MICROBIOLOGY,294
5538,5672,MULTI-RESISTANT ORGANISM SCREEN,275
5539,5673,RESPIRATORY MICROBIOLOGY,408
5540,5674,CATHETER TIP MICROBIOLOGY,267
5541,5675,MICROBIOLOGY,988
5542,5676,BLOOD CULTURE MICROBIOLOGY,229
5543,5677,RESPIRATORY MICROBIOLOGY,1312
5544,5678,MULTI-RESISTANT ORGANISM SCREEN,262
5545,5679,RESPIRATORY MICROBIOLOGY,442
5546,5680,BLOOD CULTURE MICROBIOLOGY,282
5547,5681,MICROBIOLOGY,600
5548,5682,BLOOD CULTURE MICROBIOLOGY,232
5549,5683,MICROBIOLOGY,887
5550,5684,MULTI-RESISTANT ORGANISM SCREEN,268
5551,5685,MULTI-RESISTANT ORGANISM SCREEN,263
5552,5686,BLOOD CULTURE MICROBIOLOGY,228
5553,5687,MULTI-RESISTANT ORGANISM SCREEN,267
5554,5688,BODY FLUID EXAMINATION,679
5555,5689,URINE MICROBIOLOGY,401
5556,5691,MICROBIOLOGY,394
5557,5692,MULTI-RESISTANT ORGANISM SCREEN,276
5558,5693,URINE MICROBIOLOGY,518
5559,5694,RESPIRATORY MICROBIOLOGY,365
5560,5695,MULTI-RESISTANT ORGANISM SCREEN,275
5561,5696,BLOOD CULTURE MICROBIOLOGY,236
5562,5697,MULTI-RESISTANT ORGANISM SCREEN,275
5563,5698,MULTI-RESISTANT ORGANISM SCREEN,268
5564,5699,URINE MICROBIOLOGY,481
5565,5700,BLOOD CULTURE MICROBIOLOGY,494
5566,5701,RESPIRATORY MICROBIOLOGY,432
5567,5702,MULTI-RESISTANT ORGANISM SCREEN,276
5568,5703,MULTI-RESISTANT ORGANISM SCREEN,267
5569,5704,MULTI-RESISTANT ORGANISM SCREEN,276
5570,5705,MULTI-RESISTANT ORGANISM SCREEN,268
5571,5706,MULTI-RESISTANT ORGANISM SCREEN,275
5572,5707,MULTI-RESISTANT ORGANISM SCREEN,276
5573,5708,CEREBROSPINAL FLUID MICROBIOLOGY,623
5574,5709,MULTI-RESISTANT ORGANISM SCREEN,276
5575,5710,MULTI-RESISTANT ORGANISM SCREEN,276
5576,5711,RESPIRATORY MICROBIOLOGY,672
5577,5712,MULTI-RESISTANT ORGANISM SCREEN,275
5578,5713,MULTI-RESISTANT ORGANISM SCREEN,275
5579,5714,MULTI-RESISTANT ORGANISM SCREEN,275
5580,5715,MULTI-RESISTANT ORGANISM SCREEN,276
5581,5717,FAECES MICROBIOLOGY,435
5582,5718,RESPIRATORY MICROBIOLOGY,427
5583,5719,MULTI-RESISTANT ORGANISM SCREEN,275
5584,5720,MULTI-RESISTANT ORGANISM SCREEN,277
5585,5721,BLOOD CULTURE MICROBIOLOGY,231
5586,5722,MULTI-RESISTANT ORGANISM SCREEN,276
5587,5723,BLOOD CULTURE MICROBIOLOGY,529
5588,5724,URINE MICROBIOLOGY,421
5589,5725,MULTI-RESISTANT ORGANISM SCREEN,275
5590,5726,MULTI-RESISTANT ORGANISM SCREEN,241
5591,5727,URINE MICROBIOLOGY,529
5592,5728,MULTI-RESISTANT ORGANISM SCREEN,276
5593,5729,URINE MICROBIOLOGY,500
5594,5730,URINE MICROBIOLOGY,401
5595,5731,MULTI-RESISTANT ORGANISM SCREEN,254
5596,5732,BLOOD CULTURE MICROBIOLOGY,636
5597,5733,URINE MICROBIOLOGY,489
5598,5734,RESPIRATORY MICROBIOLOGY,885
5599,5735,MICROBIOLOGY,656
5600,5736,MICROBIOLOGY,241
5601,5737,MULTI-RESISTANT ORGANISM SCREEN,254
5602,5738,MULTI-RESISTANT ORGANISM SCREEN,270
5603,5739,MICROBIOLOGY,453
5604,5740,MULTI-RESISTANT ORGANISM SCREEN,262
5605,5741,MULTI-RESISTANT ORGANISM SCREEN,269
5606,5742,BLOOD CULTURE MICROBIOLOGY,236
5607,5743,MULTI-RESISTANT ORGANISM SCREEN,263
5608,5744,MULTI-RESISTANT ORGANISM SCREEN,275
5609,5745,RESPIRATORY MICROBIOLOGY,416
5610,5746,MULTI-RESISTANT ORGANISM SCREEN,276
5611,5747,URINE MICROBIOLOGY,401
5612,5748,MULTI-RESISTANT ORGANISM SCREEN,262
5613,5749,URINE MICROBIOLOGY,421
5614,5750,BLOOD CULTURE MICROBIOLOGY,223
5615,5751,RESPIRATORY MICROBIOLOGY,990
5616,5752,MULTI-RESISTANT ORGANISM SCREEN,275
5617,5753,MULTI-RESISTANT ORGANISM SCREEN,276
5618,5754,URINE MICROBIOLOGY,456
5619,5755,BLOOD CULTURE MICROBIOLOGY,236
5620,5756,MULTI-RESISTANT ORGANISM SCREEN,252
5621,5757,MICROBIOLOGY,1069
5622,5758,MICROBIOLOGY,701
5623,5760,BLOOD CULTURE MICROBIOLOGY,264
5624,5761,CATHETER TIP MICROBIOLOGY,267
5625,5762,MICROBIOLOGY,462
5626,5763,CATHETER TIP MICROBIOLOGY,261
5627,5764,CATHETER TIP MICROBIOLOGY,218
5628,5765,MICROBIOLOGY,476
5629,5766,MICROBIOLOGY,402
5630,5767,MICROBIOLOGY,643
5631,5768,URINE MICROBIOLOGY,401
5632,5769,MULTI-RESISTANT ORGANISM SCREEN,275
5633,5770,BLOOD CULTURE MICROBIOLOGY,236
5634,5771,MULTI-RESISTANT ORGANISM SCREEN,273
5635,5772,URINE MICROBIOLOGY,401
5636,5773,MULTI-RESISTANT ORGANISM SCREEN,263
5637,5774,MICROBIOLOGY,233
5638,5775,CATHETER TIP MICROBIOLOGY,270
5639,5776,MICROBIOLOGY,957
5640,5777,MICROBIOLOGY,410
5641,5778,URINE MICROBIOLOGY,511
5642,5779,BLOOD CULTURE MICROBIOLOGY,236
5643,5780,MULTI-RESISTANT ORGANISM SCREEN,275
5644,5781,URINE MICROBIOLOGY,456
5645,5782,URINE MICROBIOLOGY,609
5646,5783,BLOOD CULTURE MICROBIOLOGY,294
5647,5784,MICROBIOLOGY,435
5648,5785,MULTI-RESISTANT ORGANISM SCREEN,276
5649,5786,URINE MICROBIOLOGY,1583
5650,5787,MULTI-RESISTANT ORGANISM SCREEN,262
5651,5788,MICROBIOLOGY,714
5652,5789,MICROBIOLOGY,1366
5653,5790,URINE MICROBIOLOGY,1045
5654,5791,BLOOD CULTURE MICROBIOLOGY,550
5655,5792,MICROBIOLOGY,523
5656,5793,BLOOD CULTURE MICROBIOLOGY,236
5657,5794,BLOOD CULTURE MICROBIOLOGY,236
5658,5795,CATHETER TIP MICROBIOLOGY,267
5659,5796,MULTI-RESISTANT ORGANISM SCREEN,275
5660,5797,URINE MICROBIOLOGY,401
5661,5798,URINE MICROBIOLOGY,491
5662,5799,MULTI-RESISTANT ORGANISM SCREEN,254
5663,5800,MULTI-RESISTANT ORGANISM SCREEN,262
5664,5801,MULTI-RESISTANT ORGANISM SCREEN,267
5665,5802,MULTI-RESISTANT ORGANISM SCREEN,263
5666,5803,MULTI-RESISTANT ORGANISM SCREEN,276
5667,5804,MULTI-RESISTANT ORGANISM SCREEN,268
5668,5805,MICROBIOLOGY,444
5669,5806,URINE MICROBIOLOGY,461
5670,5807,MULTI-RESISTANT ORGANISM SCREEN,276
5671,5808,MICROBIOLOGY,951
5672,5809,RESPIRATORY MICROBIOLOGY,487
5673,5810,MULTI-RESISTANT ORGANISM SCREEN,277
5674,5811,BLOOD CULTURE MICROBIOLOGY,236
5675,5812,URINE MICROBIOLOGY,413
5676,5813,URINE MICROBIOLOGY,402
5677,5814,RESPIRATORY MICROBIOLOGY,447
5678,5815,MULTI-RESISTANT ORGANISM SCREEN,267
5679,5816,MULTI-RESISTANT ORGANISM SCREEN,269
5680,5817,MULTI-RESISTANT ORGANISM SCREEN,269
5681,5818,MULTI-RESISTANT ORGANISM SCREEN,268
5682,5819,MICROBIOLOGY,490
5683,5820,MICROBIOLOGY,782
5684,5821,RESPIRATORY MICROBIOLOGY,424
5685,5822,CATHETER TIP MICROBIOLOGY,244
5686,5823,MULTI-RESISTANT ORGANISM SCREEN,267
5687,5824,MULTI-RESISTANT ORGANISM SCREEN,275
5688,5825,MULTI-RESISTANT ORGANISM SCREEN,276
5689,5826,URINE MICROBIOLOGY,509
5690,5827,URINE MICROBIOLOGY,738
5691,5828,MULTI-RESISTANT ORGANISM SCREEN,266
5692,5829,BLOOD CULTURE MICROBIOLOGY,236
5693,5830,MICROBIOLOGY,757
5694,5831,MULTI-RESISTANT ORGANISM SCREEN,254
5695,5832,BLOOD CULTURE MICROBIOLOGY,273
5696,5834,BLOOD CULTURE MICROBIOLOGY,236
5697,5835,RESPIRATORY MICROBIOLOGY,855
5698,5836,MICROBIOLOGY,466
5699,5837,BLOOD CULTURE MICROBIOLOGY,236
5700,5839,URINE MICROBIOLOGY,401
5701,5840,MICROBIOLOGY,734
5702,5841,CATHETER TIP MICROBIOLOGY,276
5703,5842,BLOOD CULTURE MICROBIOLOGY,236
5704,5843,BLOOD CULTURE MICROBIOLOGY,236
5705,5844,URINE MICROBIOLOGY,1639
5706,5845,BLOOD CULTURE MICROBIOLOGY,294
5707,5846,URINE MICROBIOLOGY,433
5708,5847,BLOOD CULTURE MICROBIOLOGY,318
5709,5848,MICROBIOLOGY,944
5710,5849,CATHETER TIP MICROBIOLOGY,267
5711,5850,URINE MICROBIOLOGY,1115
5712,5851,MULTI-RESISTANT ORGANISM SCREEN,275
5713,5852,MULTI-RESISTANT ORGANISM SCREEN,254
5714,5853,MULTI-RESISTANT ORGANISM SCREEN,276
5715,5854,URINE MICROBIOLOGY,456
5716,5855,BLOOD CULTURE MICROBIOLOGY,236
5717,5856,MULTI-RESISTANT ORGANISM SCREEN,275
5718,5857,RESPIRATORY MICROBIOLOGY,404
5719,5858,URINE MICROBIOLOGY,529
5720,5859,MULTI-RESISTANT ORGANISM SCREEN,254
5721,5860,BLOOD CULTURE MICROBIOLOGY,236
5722,5861,MULTI-RESISTANT ORGANISM SCREEN,276
5723,5862,MULTI-RESISTANT ORGANISM SCREEN,275
5724,5863,BLOOD CULTURE MICROBIOLOGY,236
5725,5864,MULTI-RESISTANT ORGANISM SCREEN,254
5726,5865,URINE MICROBIOLOGY,579
5727,5866,MULTI-RESISTANT ORGANISM SCREEN,276
5728,5867,URINE MICROBIOLOGY,682
5729,5868,MULTI-RESISTANT ORGANISM SCREEN,276
5730,5869,MULTI-RESISTANT ORGANISM SCREEN,262
5731,5870,MULTI-RESISTANT ORGANISM SCREEN,275
5732,5871,BLOOD CULTURE MICROBIOLOGY,236
5733,5872,MULTI-RESISTANT ORGANISM SCREEN,275
5734,5873,MICROBIOLOGY,1126
5735,5874,MULTI-RESISTANT ORGANISM SCREEN,276
5736,5875,URINE MICROBIOLOGY,401
5737,5876,MULTI-RESISTANT ORGANISM SCREEN,263
5738,5877,CATHETER TIP MICROBIOLOGY,243
5739,5878,MULTI-RESISTANT ORGANISM SCREEN,276
5740,5879,MULTI-RESISTANT ORGANISM SCREEN,276
5741,5880,MULTI-RESISTANT ORGANISM SCREEN,236
5742,5881,MULTI-RESISTANT ORGANISM SCREEN,254
5743,5882,MULTI-RESISTANT ORGANISM SCREEN,275
5744,5883,BLOOD CULTURE MICROBIOLOGY,236
5745,5884,MULTI-RESISTANT ORGANISM SCREEN,270
5746,5886,MULTI-RESISTANT ORGANISM SCREEN,275
5747,5887,MULTI-RESISTANT ORGANISM SCREEN,276
5748,5888,MULTI-RESISTANT ORGANISM SCREEN,236
5749,5889,MULTI-RESISTANT ORGANISM SCREEN,269
5750,5890,MULTI-RESISTANT ORGANISM SCREEN,254
5751,5892,RESPIRATORY MICROBIOLOGY,423
5752,5893,MULTI-RESISTANT ORGANISM SCREEN,276
5753,5894,RESPIRATORY MICROBIOLOGY,411
5754,5895,URINE MICROBIOLOGY,412
5755,5896,URINE MICROBIOLOGY,413
5756,5897,URINE MICROBIOLOGY,401
5757,5898,MULTI-RESISTANT ORGANISM SCREEN,254
5758,5899,MULTI-RESISTANT ORGANISM SCREEN,267
5759,5901,MULTI-RESISTANT ORGANISM SCREEN,275
5760,5902,RESPIRATORY MICROBIOLOGY,448
5761,5903,MULTI-RESISTANT ORGANISM SCREEN,268
5762,5904,MULTI-RESISTANT ORGANISM SCREEN,276
5763,5905,URINE MICROBIOLOGY,456
5764,5906,MULTI-RESISTANT ORGANISM SCREEN,277
5765,5907,RESPIRATORY MICROBIOLOGY,455
5766,5908,MICROBIOLOGY,494
5767,5909,GENITAL MICROBIOLOGY,691
5768,5910,MULTI-RESISTANT ORGANISM SCREEN,275
5769,5911,BLOOD CULTURE MICROBIOLOGY,232
5770,5912,MICROBIOLOGY,526
5771,5913,MULTI-RESISTANT ORGANISM SCREEN,263
5772,5914,BLOOD CULTURE MICROBIOLOGY,286
5773,5915,URINE MICROBIOLOGY,421
5774,5916,MULTI-RESISTANT ORGANISM SCREEN,262
5775,5917,MICROBIOLOGY,541
5776,5918,BLOOD CULTURE MICROBIOLOGY,286
5777,5920,BLOOD CULTURE MICROBIOLOGY,236
5778,5921,BLOOD CULTURE MICROBIOLOGY,232
5779,5922,MULTI-RESISTANT ORGANISM SCREEN,262
5780,5924,BLOOD CULTURE MICROBIOLOGY,294
5781,5925,MULTI-RESISTANT ORGANISM SCREEN,263
5782,5926,MULTI-RESISTANT ORGANISM SCREEN,275
5783,5927,BLOOD CULTURE MICROBIOLOGY,236
5784,5928,BLOOD CULTURE MICROBIOLOGY,302
5785,5929,MULTI-RESISTANT ORGANISM SCREEN,254
5786,5930,MULTI-RESISTANT ORGANISM SCREEN,275
5787,5931,BLOOD CULTURE MICROBIOLOGY,305
5788,5932,MULTI-RESISTANT ORGANISM SCREEN,276
5789,5934,URINE MICROBIOLOGY,468
5790,5935,MULTI-RESISTANT ORGANISM SCREEN,276
5791,5936,MULTI-RESISTANT ORGANISM SCREEN,275
5792,5937,BLOOD CULTURE MICROBIOLOGY,294
5793,5938,BLOOD CULTURE MICROBIOLOGY,605
5794,5939,MULTI-RESISTANT ORGANISM SCREEN,276
